slug,title,author,published,category,section_label,description,hero_image,hero_image_local,source_url
ftc-identity-theft-worse-than-estimated-31498,FTC: Identity Theft Worse Than Estimated,Jay Lyman,"September 4, 2003 9:45 AM PT",Security,,"With nearly 10 million Americans reporting identity theft that cost banks and other businesses nearly $48 billion last year, the Federal Trade Commission said the problem is worse than previously estimated. The latest FTC survey on identity theft, which revealed more than 27 million victims of this crime in the last five years, did not differentiate Internet-related ID theft from standard ID theft, but experts agreed that perpetrators are leveraging technology to commit this kind of offense today.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ftc-identity-theft.jpg,images/ftc-identity-theft-worse-than-estimated-31498.jpg,https://www.technewsworld.com/story/ftc-identity-theft-worse-than-estimated-31498.html
garmin-launches-gps-integrated-ique-3600-pda-31197,Garmin Launches GPS-Integrated iQue 3600 PDA,Kirk L. Kroeker,"July 25, 2003 2:22 PM PT",Hardware,PRODUCT PROFILE,"Garmin International has released its iQue 3600 PDA -- the first PDA on the market to integrate GPS technology off the shelf. The device will be available through electronics retailers and traditional Garmin dealers within the United States at a suggested retail price of $589. ""GPS can now help us get where we are going,"" Forrester research fellow Rob Enderle told TechNewsWorld. ""Within 10 years, I believe every device that falls into this class will have navigation functionality because that is clearly on the evolutionary path for the PDA.""",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/garmin-ique3600-1.jpg,images/garmin-launches-gps-integrated-ique-3600-pda-31197.jpg,https://www.technewsworld.com/story/garmin-launches-gps-integrated-ique-3600-pda-31197.html
general-electrics-tech-past-present-future-31420,"General Electric's Tech: Past, Present, Future",Gene J. Koprowski,"August 26, 2003 3:36 AM PT",Security,,"During the late 19th century, shortly after creating the light bulb, Thomas Edison founded the company that eventually became General Electric. Although the company does not generate the headlines in the computing press that Microsoft, Apple or IBM does, it has been a behind-the-scenes, trend-setting high-tech innovator. Specifically, GE's technology almost single-handedly defines medical computing, one of the hottest emerging niches in the computer industry today.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/med-tech-2.jpg,images/general-electrics-tech-past-present-future-31420.jpg,https://www.technewsworld.com/story/general-electrics-tech-past-present-future-31420.html
google-and-overture-hunt-for-local-results-revenue-31651,"Google and Overture Hunt for Local Results, Revenue",Jay Lyman,"September 23, 2003 9:38 AM PT",Computing,,"Internet search leaders Overture and Google both are testing services that deliver local results as they seek to bolster the already burgeoning market for Web searches. Earlier this month, Overture became the first major search engine to begin testing a service that incorporates the geographic location of the user when delivering search results. Rival Google has unveiled a beta version of its own service that will incorporate the searcher's address or ZIP code to return hometown results.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/google-local.jpg,images/google-and-overture-hunt-for-local-results-revenue-31651.jpg,https://www.technewsworld.com/story/google-and-overture-hunt-for-local-results-revenue-31651.html
google-i-o-2026-signals-an-extinction-event-for-standalone-apps-180348,Google I/O 2026 Accelerates the Agentic AI Era,Rob Enderle,"May 25, 2026 5:00 AM PT",Artificial Intelligence,ANALYST COMMENTARY,"Google I/O 2026 revealed an aggressive AI strategy. Tech analyst Rob Enderle explains what this could mean for the future of apps, work, and computing.",https://www.technewsworld.com/wp-content/uploads/sites/3/2026/05/google-io-2026.jpg,images/google-i-o-2026-signals-an-extinction-event-for-standalone-apps-180348.jpg,https://www.technewsworld.com/story/google-i-o-2026-signals-an-extinction-event-for-standalone-apps-180348.html
google-pulls-p2p-links-over-kazaa-copyright-claims-31481,Google Pulls P2P Links Over Kazaa Copyright Claims,Jay Lyman,"September 2, 2003 3:39 PM PT",Computing,,"In a bizarre twist to the file-sharing fight in which the Recording Industry Association of America is using copyright law to pursue file traders, search engine Google pulled links to sites hawking unofficial Kazaa alternatives after the popular file-swapping service made its own copyright-infringement claims. The RIAA has used the Digital Millennium Copyright Act as the basis for more than 1,000 subpoenas served to ISPs in an effort to identify and possibly litigate against users of peer-to-peer applications and networks, such as Kazaa.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/kazaa-google-dmca.jpg,images/google-pulls-p2p-links-over-kazaa-copyright-claims-31481.jpg,https://www.technewsworld.com/story/google-pulls-p2p-links-over-kazaa-copyright-claims-31481.html
grid-computing-project-to-predict-climate-31573,Grid Computing Project To Predict Climate,Jay Lyman,"September 12, 2003 1:45 PM PT",Applications,,"An Internet-connected grid project of potentially millions of personal computers is being launched by a group of UK-based universities, weather services and software companies in an effort to predict global climate. As a collaboration of Oxford, the Open University, Met Office, the Rutherford Appleton Laboratory and other institutions, the ClimatePrediction.net project that began this week will deliver the most accurate weather forecast ever, researchers said.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/climateprediction-1.jpg,images/grid-computing-project-to-predict-climate-31573.jpg,https://www.technewsworld.com/story/grid-computing-project-to-predict-climate-31573.html
half-life-2-source-code-leak-delays-debut-31783,Half Life 2 Source-Code Leak Delays Debut,Jay Lyman,"October 7, 2003 10:20 AM PT",Technology,,"The aliens of the forthcoming video game Half Life 2 have been upstaged by Grinch-like hackers who stole some of the game's code and posted it online, meaning release of the real game likely will be pushed back until after the holiday season. Valve Software, maker of the popular first-person shooter, confirmed that code posted online late last week was in fact Half Life 2 source code stolen from the Kirkland, Washington-based software company through a simple breach of security, namely Microsoft Outlook e-mail.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/hacker-2.jpg,images/half-life-2-source-code-leak-delays-debut-31783.jpg,https://www.technewsworld.com/story/half-life-2-source-code-leak-delays-debut-31783.html
help-me-obi-wan-kenobi-airborne-video-arrives-31303,Help Me Obi-Wan Kenobi: Airborne Video Arrives,Kirk L. Kroeker,"August 8, 2003 2:31 PM PT",Security,PRODUCT PROFILE,"Most of us remember the scene in the 1977 movie ""Star Wars"" in which the robot R2-D2 projects a three-dimensional image of Princess Leia, who begs Obi-Wan Kenobi for help: ""This is our most desperate hour. Help me, Obi-Wan Kenobi. You're my only hope."" Seeing that film years ago planted the desire in many of us to see this kind of technology brought to life. After all these long years of waiting, portable holography has finally arrived.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/io2-tech-helio-display-1.jpg,images/help-me-obi-wan-kenobi-airborne-video-arrives-31303.jpg,https://www.technewsworld.com/story/help-me-obi-wan-kenobi-airborne-video-arrives-31303.html
helpful-hacker-adrian-lamo-faces-federal-charges-31548,'Helpful Hacker' Adrian Lamo Faces Federal Charges,Jay Lyman,"September 10, 2003 2:15 PM PT",Security,"August 27, 2026 01:51:08 AM","A 22-year-old computer hacker credited with breaking into more than a dozen networks owned by some of the largest companies in the world is facing federal charges of computer intrusion and unlawful use of passwords. Known as the ""homeless hacker"" for his laptop-only wanderings and as the ""helpful hacker"" for breaking into major corporate networks and then working with companies to close security holes, Adrian Lamo is scheduled to report to federal officials in New York on Thursday.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/adrian-lamo-hacker-1.jpg,images/helpful-hacker-adrian-lamo-faces-federal-charges-31548.jpg,https://www.technewsworld.com/story/helpful-hacker-adrian-lamo-faces-federal-charges-31548.html
high-tech-shift-from-home-computing-to-homeland-defense-31333,High-Tech Shift: From Home Computing to Homeland Defense,Gene J. Koprowski,"August 14, 2003 4:00 AM PT",Security,TECHNOLOGY SPECIAL REPORT,"From the 1970s to the late 1990s, the computer industry's main source of revenue came from developing business and consumer markets through channels like the personal computer, client-server networking technologies and, eventually, commercialization of the Internet. But with consumer and business technology spending down from the historic heights of just a few years ago, and only now starting to rebound, computer companies once again have looked to the government for work to keep their software developers and hardware engineers busy.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sri-dfirst-tank-2.jpg,images/high-tech-shift-from-home-computing-to-homeland-defense-31333.jpg,https://www.technewsworld.com/story/high-tech-shift-from-home-computing-to-homeland-defense-31333.html
how-the-galaxy-s25-ultra-finally-weaned-me-off-my-iphone-addiction-179660,How the Galaxy S25 Ultra Weaned Me Off My iPhone Addiction,Mark N. Vena,"March 20, 2025 11:11 AM PT",Smartphones,,"I never thought this day would come. Seriously. After 18 years in Apple’s warm, minimalist embrace, I’ve crossed over to Samsung. And you know what? I’m not looking back.",https://www.technewsworld.com/wp-content/uploads/sites/3/2025/03/Samsung-Galaxy-S25-Ultra-front-view.jpg,images/how-the-galaxy-s25-ultra-finally-weaned-me-off-my-iphone-addiction-179660.jpg,https://www.technewsworld.com/story/how-the-galaxy-s25-ultra-finally-weaned-me-off-my-iphone-addiction-179660.html
hp-needs-more-than-a-new-ceo-180475,HP Needs More Than a New CEO | Analysis,Mark N. Vena,"August 4, 2026 7:50 AM PT",IT Leadership,ANALYSIS,"Mark Vena explains why HP needs more than a new CEO, arguing its next leader must build a new growth engine beyond PCs and printing.",https://www.technewsworld.com/wp-content/uploads/sites/3/2025/03/hp-sign.jpg,images/hp-needs-more-than-a-new-ceo-180475.jpg,https://www.technewsworld.com/story/hp-needs-more-than-a-new-ceo-180475.html
hps-ipaq-update-highlights-handheld-trend-31445,HP's iPaq Update Highlights Handheld Trend,Jay Lyman,"August 27, 2003 9:19 AM PT",Technology,,"Arming its low-end handheld iPaq with a more efficient processor, expansion slot for Web connectivity and lower price point, Hewlett-Packard's update of the PDA reflects an industry-wide trend of adding features to handhelds while dropping prices to compete. HP said it will phase out the predecessors of the revamped iPaq h1935, which is now available for $199 and includes a SecureDigital expansion slot for memory and wireless cards or digital cameras. IDC analyst Alex Slawsby told TechNewsWorld that the latest iPaq, weighing 4.37 ounces, is HP's answer to lower-priced entries into the PDA market.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/microsoft-pctpc-2.jpg,images/hps-ipaq-update-highlights-handheld-trend-31445.jpg,https://www.technewsworld.com/story/hps-ipaq-update-highlights-handheld-trend-31445.html
ibm-and-cisco-sync-widen-san-coverage-31120,"IBM and Cisco Sync, Widen SAN Coverage",Jay Lyman,"July 15, 2003 9:45 AM PT",Hardware,,"IBM and Cisco are continuing their collaboration on storage area networks, touting long-distance connectivity and cost savings through the new Fibre Channel Over IP protocol. The two companies claim the Cisco MDS 9000 IP Storage Services Module, which will be resold by IBM, will provide long-distance SAN connectivity across existing infrastructures and will offer benefits to storage availability and to the bottom line.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/partnership-3.jpg,images/ibm-and-cisco-sync-widen-san-coverage-31120.jpg,https://www.technewsworld.com/story/ibm-and-cisco-sync-widen-san-coverage-31120.html
ibm-and-suse-achieve-security-cert-for-linux-31266,IBM and SuSE Achieve Security Cert for Linux,Jay Lyman,"August 5, 2003 8:43 AM PT",Computing,,"The next major step for Linux might be to penetrate higher-security computing environments, primarily in government and financial services, thanks to a certification achieved by an open-source configuration from SuSE and IBM. Calling it ""the first ever security certification of Linux,"" Big Blue and German software maker SuSE said the Common Criteria Security certification is the next step in the maturation of Linux and marks the open-source software's readiness for mission-critical applications.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/security-7.jpg,images/ibm-and-suse-achieve-security-cert-for-linux-31266.jpg,https://www.technewsworld.com/story/ibm-and-suse-achieve-security-cert-for-linux-31266.html
ibm-pushes-linux-in-face-of-sco-suit-31196,IBM Pushes Linux in Face of SCO Suit,Jay Lyman,"July 25, 2003 1:42 PM PT",Computing,,"Despite SCO's claims that IBM is using SCO source code in its Linux products, Big Blue is offering Linux for free to customers who are using its pSeries servers. The giveaway of a free license for SuSE Linux Enterprise Server 8, limited to one per customer, might just be a marketing ploy, but it might also represent a show of confidence in the face of SCO's claims on Linux, Aberdeen Group research director Bill Claybrook told TechNewsWorld. ""Maybe they're trying to show externally they're not worried,"" he said.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ibm-linux-sco-1.jpg,images/ibm-pushes-linux-in-face-of-sco-suit-31196.jpg,https://www.technewsworld.com/story/ibm-pushes-linux-in-face-of-sco-suit-31196.html
ibm-to-build-worlds-fastest-linux-supercomputer-31227,IBM To Build World's Fastest Linux Supercomputer,Staff Writer,"July 30, 2003 10:52 AM PT",Computing,"August 27, 2026 01:41:17 AM","IBM has announced that Japan's largest national research agency, the National Institute of Advanced Industrial Science and Technology (AIST), has commissioned the company to build what will be the world's most powerful Linux supercomputer. The system will comprise a cluster of 1,058 IBM eServer 325 systems with 2,636 processors, including 2,116 AMD Opteron 64-bit chips. Also, the computer will run on SuSE Linux Enterprise Server 8 and will be able to perform more than 11 trillion calculations per second.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ibm-supercomputer-1.jpg,,https://www.technewsworld.com/story/ibm-to-build-worlds-fastest-linux-supercomputer-31227.html
ibms-future-strategy-grid-computing-everywhere-31269,IBM's Future Strategy: Grid Computing Everywhere,Paul Korzeniowski,"August 6, 2003 4:00 AM PT",Hardware,TECHNOLOGY SPECIAL REPORT,"A sense of deja vu is sweeping through IBM's executive offices. Hardware, a category of computer technology that has been commoditized over the past several years because of falling prices, once again has become sexy -- so sexy, in fact, that it has become the linchpin in IBM's quest to maintain its position as one of the industry's most important vendors. The hardware model at the center of IBM's technology strategy is called grid computing, a high-end architectural strategy of making multiple computers work on the same computational problem simultaneously.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/circuit-technology-04.jpg,images/ibms-future-strategy-grid-computing-everywhere-31269.jpg,https://www.technewsworld.com/story/ibms-future-strategy-grid-computing-everywhere-31269.html
icann-demands-sitefinder-halt-verisign-complies-31760,"ICANN Demands SiteFinder Halt, VeriSign Complies",Jay Lyman,"October 3, 2003 2:49 PM PT",Computing,,"Having failed to convince VeriSign to suspend its Web redirection service that began September 15th, the body that oversees all domain registrars is now pointing to contract violations and demanding that VeriSign halt the service. The Internet Corporation for Assigned Names and Numbers (ICANN) sent a letter to VeriSign that faulted VeriSign's service for its ""substantial adverse effect on the core operation of the domain name system, on the stability of the Internet and the .com and .net top-level domains.""",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/verisign-2.jpg,images/icann-demands-sitefinder-halt-verisign-complies-31760.jpg,https://www.technewsworld.com/story/icann-demands-sitefinder-halt-verisign-complies-31760.html
idc-researchers-brighten-worldwide-pc-outlook-31507,IDC Researchers Brighten Worldwide PC Outlook,Jay Lyman,"September 5, 2003 9:59 AM PT",Hardware,,"Lifted by higher sales of more powerful and less expensive notebook computers, the worldwide and U.S. PC markets are delivering better results than expected, according to industry research firm IDC. In its upcoming quarterly forecast, IDC ups its numbers two points, raising the global market growth forecast to nearly 8.5 percent and the U.S. market outlook to more than 7 percent. IDC analyst Alan Promisel told TechNewsWorld that several quarters of modest economic growth, falling unemployment, corporate revenue and solid consumer spending all have contributed to the PC market growth.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/idc-pc-sales-report.jpg,images/idc-researchers-brighten-worldwide-pc-outlook-31507.jpg,https://www.technewsworld.com/story/idc-researchers-brighten-worldwide-pc-outlook-31507.html
identity-theft-countermeasures-31775,Identity Theft Countermeasures,Jack M. Germain,"October 7, 2003 4:13 AM PT",Security,,"The Federal Trade Commission announced in September that 27.3 million Americans have fallen victim to identity theft in the past five years. About half of those thefts took place last year. According to the FTC report, the thefts resulted from several outlets that include credit cards, ATM machines and the Internet. The prominence of the Internet is often blamed for the increase in the number of identity thefts. But that view of the Internet as a wasteland filled with digital highway robbers is greatly exaggerated.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ftc-identity-theft.jpg,images/identity-theft-countermeasures-31775.jpg,https://www.technewsworld.com/story/identity-theft-countermeasures-31775.html
im-interoperability-getting-aol-msn-and-yahoo-to-talk-31746,"IM Interoperability: Getting AOL, MSN and Yahoo To Talk",Brian R. Hook,"October 3, 2003 4:11 AM PT",Security,,"Various instant messaging (IM) products are readily available around the Internet, and because of the wide variety of options, the Internet has the potential to turn into a modern-day tower of Babel, with everyone using different IM products. Programmers, however, are busy working to fix this potential problem with all-in-one software applications that allow users to communicate with friends and colleagues who use different platforms like MSN, AOL and Yahoo.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/msn-chat.jpg,images/im-interoperability-getting-aol-msn-and-yahoo-to-talk-31746.jpg,https://www.technewsworld.com/story/im-interoperability-getting-aol-msn-and-yahoo-to-talk-31746.html
indemnification-and-linux-insanity-31702,Indemnification and Linux Insanity,Rob Enderle,"September 29, 2003 11:18 AM PT",Hardware,OPINION,"Recently, a letter from the Linux community to SCO supposedly addressed the concerns SCO has created in the industry about open-source software. However, the letter fails to accomplish its apparent goals and, in my opinion, increases SCO's short-term chances of successfully getting funding from large corporate Linux users. In fact, in reading the letter, I wondered whether it was actually written by someone being paid by SCO, which probably means I'm spending too much time with the open-source software folks and have begun to become as paranoid as they are about secret conspiracies.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sco-gpl-linux-1.jpg,,https://www.technewsworld.com/story/indemnification-and-linux-insanity-31702.html
infopath-and-onenote-headline-microsoft-office-2003-31396,Infopath and OneNote Headline Microsoft Office 2003,John P. Mello Jr.,"August 21, 2003 1:20 PM PT",Applications,"August 27, 2026 01:47:28 AM","What's so great about the Office 2003 software system that Microsoft announced yesterday was ready to roll off the assembly line? While the software company has indeed spruced up the core applications in the package, that's not the big news. The big news about Office 2003 is not the incremental upgrade to the Office stable of applications; it's the company's insertion into the Office lineup of several entirely new technologies, including Infopath and OneNote.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/microsoft-office-2003-1.jpg,,https://www.technewsworld.com/story/infopath-and-onenote-headline-microsoft-office-2003-31396.html
inside-the-analog-world-of-national-semiconductor-31290,Inside the Analog World of National Semiconductor,David Halperin,"August 8, 2003 4:00 AM PT",Hardware,TECHNOLOGY SPECIAL REPORT,"Digital this, digital that. What about analog? We are awash in a sea of zeroes and ones, and it's tempting to assume that analog electronics are set to become history. However, most digital devices still do require analog circuitry, so several companies have specialized in the design and manufacture of analog components. National Semiconductor, based in Santa Clara, California, is one of the major players. The company's motto, ""the sight and sound of information,"" provides a good clue to its focus on this market.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/nationalsemi-cp3bt-1.jpg,images/inside-the-analog-world-of-national-semiconductor-31290.jpg,https://www.technewsworld.com/story/inside-the-analog-world-of-national-semiconductor-31290.html
inside-windows-server-2003-31677,Inside Windows Server 2003,Brian R. Hook,"September 26, 2003 4:13 AM PT",Applications,,"Windows is often the whipping boy when it comes to server platforms. But many in the industry now admit that Windows Server 2003 offers some significant breakthroughs over earlier versions of Microsoft's server software -- a change that could help Microsoft compete more effectively against Unix and Linux servers. Windows Server 2003 is engineered with components that are based on new design practices, like the company's new Internet Information Server 6.0 -- Windows Server 2003's Web server software -- which was rewritten from the ground up to offer better security.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ms-windowsserver2003-1.jpg,images/inside-windows-server-2003-31677.jpg,https://www.technewsworld.com/story/inside-windows-server-2003-31677.html
intel-partners-with-wave-systems-to-put-security-into-chips-31251,Intel Partners with Wave Systems to Put Security Into Chips,Jay Lyman,"August 1, 2003 12:38 PM PT",Hardware,,"Security will move farther from the fallible hands of users and closer to the heart of the computer with a deal announced by Intel and Wave Systems. The deal will help bridge the gap between hardware and software protection. Chip giant Intel will use software from Lee, Massachusetts-based Wave Systems to support a security measure known as the Trusted Platform Module in a version of Intel's desktop motherboards to be released in the fourth quarter, Intel spokesperson Mary Ellin Brooks told TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/intel-itanium2-3.jpg,images/intel-partners-with-wave-systems-to-put-security-into-chips-31251.jpg,https://www.technewsworld.com/story/intel-partners-with-wave-systems-to-put-security-into-chips-31251.html
intel-speeds-mobile-phones-with-single-chip-processor-31545,Intel Speeds Mobile Phones with Single-Chip Processor,Jay Lyman,"September 10, 2003 9:35 AM PT",Computing,,"Leveraging new wireless network technology that will more than double data rates in mobile phones, Intel has developed a single-chip processor for the next generation of mobile networks, called Enhanced Data Rates for GSM Evolution (EDGE). The chip, the Intel PXA800EF processor, is the industry's first single-chip EDGE processor. It combines handheld-computer and mobile-phone components to enable new data capabilities and longer battery life, according to the chip giant.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/intel-PXA800EF-edge.jpg,images/intel-speeds-mobile-phones-with-single-chip-processor-31545.jpg,https://www.technewsworld.com/story/intel-speeds-mobile-phones-with-single-chip-processor-31545.html
intel-to-focus-on-broadband-wireless-chips-21803,Intel To Focus on Broadband Wireless Chips,Jay Lyman,"July 10, 2003 2:43 PM PT",Computing,,"Complementing its recent wireless push -- spearheaded by the company's new Centrino mobile chips -- Intel has announced it is developing fixed wireless silicon products designed to extend the reach of mobile networking. The Santa Clara, California-based chip giant said that the wireless broadband equipment, to be based on the new 802.16a standard, will provide an alternative to existing last-mile broadband access such as cable and DSL.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/intel-mobile-laptop-1.jpg,images/intel-to-focus-on-broadband-wireless-chips-21803.jpg,https://www.technewsworld.com/story/intel-to-focus-on-broadband-wireless-chips-21803.html
intel-unveils-more-efficient-rack-ready-itaniums-31519,"Intel Unveils More Efficient, Rack-Ready Itaniums",Jay Lyman,"September 8, 2003 9:55 AM PT",Hardware,,"Intel is aiming new energy-efficient Itanium 2 processors at mainstream, high-density servers and high-performance applications with two lower-cost Itanium designs. The Santa Clara, California-based chip manufacturer, which spurred optimism with its updated third-quarter revenue predictions last week, said the new chips have already begun shipping in server systems from HP, IBM and others. While technically close to the Itanium family of processors, the two new chips have lower clock speeds and cache sizes to facilitate their use in rack-mounted or blade-type environments.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/low-voltage-intel-itanium-2.jpg,images/intel-unveils-more-efficient-rack-ready-itaniums-31519.jpg,https://www.technewsworld.com/story/intel-unveils-more-efficient-rack-ready-itaniums-31519.html
internet-esperanto-web-services-enter-the-mainstream-31314,Internet Esperanto: Web Services Enter the Mainstream,Diane Stresing,"August 12, 2003 4:00 AM PT",Security,TECHNOLOGY SPECIAL REPORT,"It's official: Web services technology has gone mainstream. The technology -- which consists mainly of software designed to let business systems communicate with each other across the Internet without human intervention -- is already making a huge impact on how companies share information and conduct business online. In December of last year, 52 percent of North American IT executives responding to a Forrester study said they either had a Web services project in production or were rolling one out.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/collaboration-5.jpg,images/internet-esperanto-web-services-enter-the-mainstream-31314.jpg,https://www.technewsworld.com/story/internet-esperanto-web-services-enter-the-mainstream-31314.html
internet-protocol-for-the-future-ipv6-poised-for-adoption-31230,Internet Protocol for the Future: IPv6 Poised for Adoption,Gene J. Koprowski,"July 30, 2003 3:30 PM PT",Technology,TECHNOLOGY SPECIAL REPORT,"Version six of Internet Protocol -- or IPv6 -- was approved as a standard many years ago, but the high cost of rolling it out has been too severe for the slow economic recovery. After all, implementing the required networking technologies associated with rolling out the protocol en masse requires replacing routers and other equipment geared to the older standard, IPv4. However, that is starting to change, dramatically. ""Major forces are beginning to push for the deployment of IPv6-capable networks,"" John Roese, chief technology officer of developer Enterasys, told TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ipv6-1.jpg,images/internet-protocol-for-the-future-ipv6-poised-for-adoption-31230.jpg,https://www.technewsworld.com/story/internet-protocol-for-the-future-ipv6-poised-for-adoption-31230.html
invisible-ai-agents-creating-new-enterprise-security-risks-180514,Invisible AI Agents Create New Enterprise Security Risks,John P. Mello Jr.,"August 26, 2026 5:00 AM PT",Cybersecurity,,"AI agents operating outside IT oversight can gain broad system access, creating new risks from data exposure, prompt injection and security flaws.",https://www.technewsworld.com/wp-content/uploads/sites/3/2026/08/ai-agent-security-risks.jpg,images/invisible-ai-agents-creating-new-enterprise-security-risks-180514.jpg,https://www.technewsworld.com/story/invisible-ai-agents-creating-new-enterprise-security-risks-180514.html
is-smartphone-preference-a-left-or-right-brain-thing-180506,Is Your Smartphone Preference a Left or Right Brain Thing?,Mark N. Vena,"August 18, 2026 6:00 AM PT",Smartphones,ANALYST COMMENTARY,Analyst Mark Vena examines why iPhone and Android preferences may have less to do with how our brains work and more to do with decades of learned behavior.,https://www.technewsworld.com/wp-content/uploads/sites/3/2026/08/iphone-android-left-brain-right-brain.jpg,images/is-smartphone-preference-a-left-or-right-brain-thing-180506.jpg,https://www.technewsworld.com/story/is-smartphone-preference-a-left-or-right-brain-thing-180506.html
isp-subpoenas-from-riaa-met-with-protest-31158,ISP Subpoenas from RIAA Met with Protest,Jay Lyman,"July 21, 2003 1:06 PM PT",Technology,,"Responding to recent judicial and legislative efforts to sue and prosecute users of peer-to-peer file-sharing networks, opponents of the Recording Industry Association of America are calling for protests. The RIAA recently moved forward on its threat to sue individual users of popular P2P networks by issuing subpoenas to Internet service providers, aiming to identify users who are sharing copyrighted music through applications such as Kazaa and Grokster.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/music-piracy-1.jpg,images/isp-subpoenas-from-riaa-met-with-protest-31158.jpg,https://www.technewsworld.com/story/isp-subpoenas-from-riaa-met-with-protest-31158.html
japan-strikes-against-microsoft-with-open-source-31522,Japan Strikes Against Microsoft with Open Source,Rob Enderle,"September 8, 2003 2:10 PM PT",Computing,OPINION,"In an effort to target Microsoft and the operating system industry, Japan has proposed an Asian open-source operating system. Initially, the country was a major player in the PC market, but in software it is almost insignificant internationally. However, the current environment with Microsoft in Asia is dynamic. Microsoft's products are largely sold by others who will generally move where the revenue is. More importantly, these channel partners are themselves under siege by an economy that is struggling to recover against less-than-acceptable profit margins.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/km-open-source-suprt.jpg,images/japan-strikes-against-microsoft-with-open-source-31522.jpg,https://www.technewsworld.com/story/japan-strikes-against-microsoft-with-open-source-31522.html
joining-the-digital-ranks-worldwide-computer-certification-31502,Joining the Digital Ranks: Worldwide Computer Certification,Gene J. Koprowski,"September 5, 2003 3:59 AM PT",Technology,,"Sean North, president of North Notes, LLC, earlier in his career worked for five years on a computer help desk, supporting employees who didn't have proper computer training and didn't know a PC from a portal. ""It does seem like one needs to be certified in IT just to be able to use a PC or a laptop these days,"" North told TechNewsWorld. It used to be that only high-end computer developers and programmers sought accreditation on tools developed by Microsoft, Sun or Novell. Now, the dispossessed of computing -- trying to join the digital literati -- are seeking out certification to prove that they too can compute.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/certificate-it-1.jpg,images/joining-the-digital-ranks-worldwide-computer-certification-31502.jpg,https://www.technewsworld.com/story/joining-the-digital-ranks-worldwide-computer-certification-31502.html
latest-windows-flaws-foretell-worm-threat-31134,Latest Windows Flaws Foretell Worm Threat,Jay Lyman,"July 17, 2003 8:27 AM PT",Security,,"Microsoft has warned of critical flaws in nearly all versions of its Windows operating systems. According to the company, the flaws could leave millions of computers vulnerable to attack. While computers would still be protected by firewalls and blocked ports, security experts expressed concern that the widely used Microsoft software is likely to be a big target for attackers. ""It's really critical in nature,"" ISS X-Force vice president Chris Rouland told TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/virus-7.jpg,images/latest-windows-flaws-foretell-worm-threat-31134.jpg,https://www.technewsworld.com/story/latest-windows-flaws-foretell-worm-threat-31134.html
law-firms-grapple-with-hallucinated-legal-logic-shadow-ai-180338,"Law Firms Confront Hallucinated Legal Logic, Shadow AI",Jack M. Germain,"May 14, 2026 5:00 AM PT",Artificial Intelligence,,"AI hallucinations and shadow AI are forcing law firms to rethink legal review, governance, and oversight as court sanctions continue to rise.",https://www.technewsworld.com/wp-content/uploads/sites/3/2026/05/legal-ai-governance.jpg,images/law-firms-grapple-with-hallucinated-legal-logic-shadow-ai-180338.jpg,https://www.technewsworld.com/story/law-firms-grapple-with-hallucinated-legal-logic-shadow-ai-180338.html
